"crime_id","offense_date","agency_crimetype_id","city","state","coord1","coord2","masked_address","location","category",":@computed_region_me95_vbw4",":@computed_region_xf2b_u4zq",":@computed_region_gxae_hf64",":@computed_region_stch_rtry",":@computed_region_dgrd_cuuf",":@computed_region_m99d_em2n",":@computed_region_nyzj_ikpv",":@computed_region_g8my_uw59",":@computed_region_fe8q_buag",":@computed_region_y9za_kydd",":@computed_region_khsv_6puy",":@computed_region_pukb_5jqa",":@computed_region_fuzm_ngj2",":@computed_region_scpn_qt9a"
"1310011145ME [19:923]","2013-10-18T15:51:00.000","Drugs/Narcotics Violation/Misdemeanor","Memphis","TN",,,"1400 Haynes",,"Drugs",,,,,,,,,,,,,,
"2308007616ME [07:717]","2023-08-14T01:50:00.000","Vandalism/Misdemeanor","Memphis","TN","35.024","-90.008","4700 Water Mill Dr","POINT (-90.008 35.024)","Property Crime","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1209013274ME [01:093]","2012-09-24T09:20:00.000","Vandalism/Misdemeanor","Memphis","TN","35.220","-90.004","1800 Gowan St","POINT (-90.004 35.22)","Property Crime","23","1","7","1","12","4",,"51","2","3",,,"7","1"
"1404009947ME [25:333]","2014-04-16T19:00:00.000","Burglary/Business","Memphis","TN","35.158","-89.893","5100 Macon Rd","POINT (-89.893 35.158)","Breaking & Entering","20","6","4","2",,,,"42","2","2",,,"5","2"
"1505002576ME [20:013]","2015-05-05T13:30:00.000","Vandalism/Misdemeanor","Memphis","TN","35.020","-90.052","4800 Fairley","POINT (-90.052 35.02)","Property Crime","9","13","6","1","43","21",,"3","1","7",,,"6","1"
"2308007457ME [08:597]","2023-08-13T17:55:00.000","Vandalism/Misdemeanor","Memphis","TN","35.101","-89.864","6000 Poplar Ave","POINT (-89.864 35.101)","Property Crime","18","4","2","2",,,,"32","2","2",,,"2","2"
"1504009010ME [12:170]","2015-04-15T16:30:00.000","Simple Assault","Memphis","TN","35.077","-89.995","2600 W Hillview","POINT (-89.995 35.077)","Assault","13","14","5","1","35","16",,"16","1","1",,,"6","1"
"2307007083ME [14:670]","2023-07-13T14:41:00.000","Vandalism/Misdemeanor","Memphis","TN","35.029","-90.095","4400 Bluebell St","POINT (-90.095 35.029)","Property Crime","9","13","6","1",,,,"2","1","7",,,"6","1"
"1612004500ME [04:783]","2016-12-09T17:15:00.000","Simple Assault","Memphis","TN","35.096","-89.935","2800 Fizer","POINT (-89.935 35.096)","Assault","10","5","5","1",,,,"19","1","5",,,"4","2"
"1510003236ME [58:080]","2015-10-01T12:00:00.000","Intimidation/DV","Memphis","TN","35.073","-89.868","2800 Hickory Pointe Ln","POINT (-89.868 35.073)","Assault","14","11","3","1","8","2","1","17","1","5",,,"4","1"
"2112002122ME [09:053]","2021-12-06T05:30:00.000","Vandalism/Felony","Memphis","TN","35.111","-89.894","800 Truse Pkwy","POINT (-89.894 35.111)","Property Crime","16","4","4","2",,,,"39","2","2",,,"2","2"
"1410009671ME [22:067]","2014-10-18T13:48:00.000","Other Theft/Non-Specific","Memphis","TN","35.083","-90.054","300 Industrial","POINT (-90.054 35.083)","Theft","9","14","6","1","9",,,"23","1","1",,,"6","1"
"2308001432ME [37:630]","2023-08-03T08:30:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.118","-89.912","4500 Poplar Ave","POINT (-89.912 35.118)","Theft","16","9","4","2",,,,"29","2","9",,,"5","2"
"1211000804ME [10:640]","2012-11-02T07:50:00.000","Theft from Motor Vehicle","Memphis","TN","35.087","-89.982","2200 Charjean","POINT (-89.982 35.087)","Theft from Vehicle","13","5","5","1","9",,,"21","1","1",,,"4","1"
"1506013704ME [53:390]","2015-06-24T10:30:00.000","Theft from Motor Vehicle","Memphis","TN","35.117","-89.934","600 Zach Curlin Lot 5","POINT (-89.934 35.117)","Theft from Vehicle","32","9","4","2","21",,"4","29","2","9",,,"5","2"
"1208010111ME [32:080]","2012-08-16T22:30:00.000","Robbery/Individual","Memphis","TN",,,"Pearson//Margot",,"Robbery",,,,,,,,,,,,,,
"1201017553ME [50:470]","2012-01-27T08:00:00.000","Embezzlement","Memphis","TN","35.021","-90.019","1400 Shelby Dr","POINT (-90.019 35.021)","Theft","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1308007542ME [27:377]","2013-08-12T16:30:00.000","Vandalism/Misdemeanor","Memphis","TN",,,"4600 Millstream Dr",,"Property Crime",,,,,,,,,,,,,,
"1410003663ME [30:270]","2014-10-01T08:00:00.000","Identity Theft","Memphis","TN","35.058","-90.024","3400 Elvis Presley Blvd","POINT (-90.024 35.058)","Theft","15","12","3","1","43","21",,"13","1","7",,,"3","1"
"1308018083ME [36:767]","2013-08-28T17:00:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.017","-90.036","900 Whitehaven Ln","POINT (-90.036 35.017)","Theft","15","12","6","1","43","21",,"3","1","7",,,"3","1"
"1503011875ME [37:843]","2015-03-24T11:40:00.000","Aggravated Assault","Memphis","TN","35.159","-89.952","3300 Guernsey Ave","POINT (-89.952 35.159)","Assault","11","6","4","2","29","12","7","38","2","9",,,"5","2"
"1811004737ME [08:693]","2018-11-09T22:00:00.000","Simple Assault","Memphis","TN","35.072","-89.869","2900 John Sikes Dr","POINT (-89.869 35.072)","Assault","14","11","3","1","8","2","1","17","1","5",,,"4","1"
"2111011476ME [10:423]","2021-11-27T18:57:00.000","Shoplifting/Felony","Memphis","TN","35.046","-89.797","3800 Hacks Cross Rd","POINT (-89.797 35.046)","Theft","21","4","2","2",,,,"11","1","8",,,"2","2"
"1602013709ME [05:523]","2016-02-26T14:30:00.000","Vandalism/Misdemeanor","Memphis","TN","35.063","-89.845","6600 Greenwood Dr","POINT (-89.845 35.063)","Property Crime","14","10","3","1","8","2","1","10","1","8",,,"3","1"
"1510013124ME [06:450]","2015-10-18T22:00:00.000","Theft from Building","Memphis","TN","35.072","-89.865","6000 Debbie Crest","POINT (-89.865 35.072)","Theft","14","11","3","1","8","2","1","17","1","5",,,"4","1"
"1206002610ME [00:880]","2012-03-01T12:00:00.000","Theft from Building","Memphis","TN","35.117","-89.923","600 Williamsburg Ln","POINT (-89.923 35.117)","Theft","16","9","4","2","21",,"4","29","2","9",,,"5","2"
"1511002747ME [05:363]","2015-11-05T14:00:00.000","Burglary/Residential","Memphis","TN","35.229","-89.981","3800 Brookmeade","POINT (-89.981 35.229)","Breaking & Entering","23","1","7","1","12","4",,"53","2","3",,,"7","1"
"1509011039ME [08:330]","2015-09-20T19:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.059","-89.867","3300 Hickory View","POINT (-89.867 35.059)","Property Crime","14","11","5","1","8","2","1","9","1","5",,,"3","1"
"1310012886ME [09:837]","2013-10-21T14:50:00.000","Theft from Building","Memphis","TN",,,"3500 Poplar Plaza",,"Theft",,,,,,,,,,,,,,
"1407016403ME [03:230]","2014-07-31T00:15:00.000","Vandalism/Misdemeanor","Memphis","TN",,,"2800 Frayser Blvd",,"Property Crime",,,,,,,,,,,,,,
"2305025156ME [08:510]","2023-05-11T16:40:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.204","-89.816","1900 S Third St","POINT (-89.816 35.204)","Theft","27","3","1","2",,,,"47","2","2",,,"1","2"
"1212007673ME [34:520]","2012-12-14T11:19:00.000","Other Theft/Non-Specific","MEMPHIS","TN",,,"100 NORTH FRONT",,"Theft",,,,,,,,,,,,,,
"1704008450ME [03:403]","2017-04-17T07:00:00.000","Burglary/Residential","Memphis","TN","35.179","-89.780","2000 Concord Green","POINT (-89.78 35.179)","Breaking & Entering","34","3","1","2",,,,"48","2","2",,,"1","2"
"1408013525ME [17:107]","2014-08-23T14:30:00.000","Simple Assault/DV","Memphis","TN","35.144","-90.032","100 N Dunlap","POINT (-90.032 35.144)","Assault","5","8","6","1","36",,,"33","2","6",,,"6","1"
"2307002809ME [07:780]","2023-07-05T18:30:00.000","Vandalism/Misdemeanor","Memphis","TN","35.142","-90.048","100 Fourth St","POINT (-90.048 35.142)","Property Crime","3","8","6","1","2",,,"31","2","6",,,"7","1"
"1409008577ME [08:083]","2014-09-15T17:00:00.000","Simple Assault/DV","Memphis","TN","35.107","-89.984","1100 Ethel","POINT (-89.984 35.107)","Assault","13","5","5","1","40","13",,"21","1","1",,,"4","1"
"1402007563ME [06:897]","2014-02-15T13:00:00.000","Theft & Recovery/Passenger Vehicle","Memphis","TN",,,"800 Poplar Ave",,"Vehicle Recovery",,,,,,,,,,,,,,
"1812005416ME [23:827]","2018-12-12T08:03:00.000","Intimidation","Memphis","TN","35.212","-90.025","Dellwood Ave//Whitney Ave","POINT (-90.025 35.212)","Assault","23","1","7","1","12","4",,"51","2","3",,,"7","1"
"1412008097ME [47:453]","2014-12-16T19:55:00.000","Simple Assault/DV","Memphis","TN","35.061","-89.926","3200 Forest Glen","POINT (-89.926 35.061)","Assault","17","11","3","2","8","2",,"14","1","5",,,"3","1"
"1505017675ME [19:050]","2015-05-31T21:00:00.000","Aggravated Assault","Memphis","TN","35.073","-90.017","1400 Clementine","POINT (-90.017 35.073)","Assault","6","14","5","1","35","16",,"16","1","1",,,"6","1"
"1303007578ME [47:853]","2013-03-13T08:30:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN",,,"1000 Peabody",,"Theft",,,,,,,,,,,,,,
"1401011832ME [03:617]","2014-01-23T11:55:00.000","Weapon Law Violations/Felony","Memphis","TN",,,"4300 Don",,"Weapons Offense",,,,,,,,,,,,,,
"1304005406ME [39:713]","2013-04-08T21:00:00.000","Burglary/Non-residential","Memphis","TN",,,"2100 Hallwood",,"Breaking & Entering",,,,,,,,,,,,,,
"1512005860ME [07:307]","2015-12-12T03:24:00.000","Simple Assault/DV","Memphis","TN","35.100","-89.996","2100 E Person","POINT (-89.996 35.1)","Assault","13","14","5","1","9",,,"22","1","1",,,"4","1"
"2307016367ME [14:983]","2023-07-29T21:20:00.000","Vandalism/Misdemeanor","Memphis","TN","35.117","-90.035","900 Edith Ave","POINT (-90.035 35.117)","Property Crime","22","14","6","1","9","6",,"26","2","4",,,"4","1"
"1410013400ME [24:680]","2014-10-23T13:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.066","-89.866","3100 Hickory Hill Rd","POINT (-89.866 35.066)","Property Crime","14","10","3","1","8","2","1","10","1","8",,,"4","1"
"1704013243ME [21:120]","2017-04-25T23:00:00.000","Theft from Motor Vehicle","Memphis","TN","35.052","-89.932","4000 Winchester","POINT (-89.932 35.052)","Theft from Vehicle","17","11","3","1","8","2",,"14","1","5",,,"3","1"
"1401008653ME [19:380]","2014-01-17T15:25:00.000","Drugs/Narcotics Violation/Misdemeanor","Memphis","TN",,,"Holmes//Broad",,"Drugs",,,,,,,,,,,,,,
"1505012151ME [53:910]","2015-05-21T16:50:00.000","Aggravated Assault","Memphis","TN","35.156","-89.951","Holmes St//Coleman Ave","POINT (-89.951 35.156)","Assault","20","6","4","2","29","12","7","38","2","9",,,"5","2"
"1501004872ME [21:610]","2015-01-11T17:00:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.217","-89.986","2400 Frayser Blvd","POINT (-89.986 35.217)","Theft","23","1","7","1","12","4",,"49","2","3",,,"7","1"
"2004008228ME [35:507]","2020-04-22T15:30:00.000","Theft from Motor Vehicle","Memphis","TN","35.100","-90.002","1900 E Person Ave","POINT (-90.002 35.1)","Theft from Vehicle","6","14","5","1","35","16",,"22","1","1",,,"4","1"
"2111010106ME [09:103]","2021-11-23T16:00:00.000","Weapon Law Violations/Felony","Memphis","TN","35.177","-89.897","2000 Covington Pike","POINT (-89.897 35.177)","Weapons Offense","24","2","1","2","25","10",,"42","2","2",,,"1","2"
"1611000437ME [28:857]","2016-11-01T16:20:00.000","Simple Assault/DV","Memphis","TN","35.063","-90.081","600 Harahan","POINT (-90.081 35.063)","Assault","9","13","6","1",,,,"15","1","7",,,"6","1"
"1407006744ME [20:507]","2014-07-12T20:00:00.000","Aggravated Assault","Memphis","TN",,,"1500 Briarwood Dr",,"Assault",,,,,,,,,,,,,,
"1309008219ME [16:393]","2013-09-18T18:15:00.000","Vandalism/Felony","Memphis","TN",,,"3300 Powell Ave",,"Property Crime",,,,,,,,,,,,,,
"2301011638ME [09:503]","2023-01-22T09:00:00.000","Burglary/Business","Memphis","TN","35.087","-89.931","1700 Getwell Rd","POINT (-89.931 35.087)","Breaking & Entering","10","9","5","2",,,,"19","1","5",,,"4","2"
"1706009196ME [07:440]","2017-06-18T00:30:00.000","Theft from Motor Vehicle","Memphis","TN","35.011","-90.055","5100 Neely Rd","POINT (-90.055 35.011)","Theft from Vehicle","9","13","6","1","43","21",,"3","1","7",,,"6","1"
"1403005484ME [53:727]","2014-03-11T19:29:00.000","Simple Assault","Memphis","TN",,,"1100 E Cabana Cir",,"Assault",,,,,,,,,,,,,,
"1310006874ME [21:043]","2013-10-09T12:00:00.000","Other Theft/Scrap Metal","Memphis","TN",,,"3200 Park Ave",,"Theft",,,,,,,,,,,,,,
"1110009248ME [51:677]","2011-10-15T17:20:00.000","MVT/Passenger Vehicle","Memphis","TN","35.089","-89.940","3700 Mcduff","POINT (-89.94 35.089)","Theft of Vehicle","10","5","5","1",,,,"19","1","5",,,"4","1"
"1304000098ME [38:060]","2013-03-30T15:00:00.000","Vandalism/Misdemeanor","Memplhis","TN",,,"3700 OUTLAND",,"Property Crime",,,,,,,,,,,,,,
"2307015524ME [13:127]","2023-07-28T08:33:00.000","Embezzlement","Memphis","TN","35.078","-90.020","2500 Elvis Presley Blvd","POINT (-90.02 35.078)","Theft","6","14","6","1","9",,,"16","1","1",,,"6","1"
"1605003617ME [07:443]","2016-02-07T00:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.220","-90.033","1000 Par","POINT (-90.033 35.22)","Property Crime","23","1","7","1","12","4",,"51","2","3",,,"7","1"
"1503006519ME [47:670]","2015-03-14T21:55:00.000","Driving Under the Influence","Memphis","TN","35.164","-89.935","3800 Rockwood","POINT (-89.935 35.164)","Traffic","20","6","4","2","29","12","7","41","2","9",,,"5","2"
"1404015651ME [05:633]","2014-04-06T14:00:00.000","Burglary/Residential","Memphis","TN",,,"700 Stephens Pl",,"Breaking & Entering",,,,,,,,,,,,,,
"1302014096ME [48:350]","2013-02-25T23:50:00.000","Aggravated Assault","Memphis","TN",,,"200 Majuba",,"Assault",,,,,,,,,,,,,,
"1705009409ME [04:357]","2017-05-18T12:00:00.000","Simple Assault/DV","Memphis","TN","35.082","-90.020","2400 Amherst","POINT (-90.02 35.082)","Assault","6","14","6","1","9",,,"16","1","1",,,"6","1"
"1404013730ME [22:000]","2014-04-23T14:45:00.000","Simple Assault/DV","Memphis","TN",,,"3600 Ladue St",,"Assault",,,,,,,,,,,,,,
"2005000328ME [06:833]","2020-04-24T22:25:00.000","False Pretenses/Swindle/Confidence Game","Memphis","TN","35.081","-89.916","1900 Lausanne St","POINT (-89.916 35.081)","Disorder","16","9","5","2",,,,"18","1","5",,,"5","2"
"2206003617ME [14:243]","2022-06-08T12:40:00.000","Intimidation","Memphis","TN","35.138","-89.965","300 Red Oak Dr","POINT (-89.965 35.138)","Assault","11","9","4","2","18","7",,"30","2","9",,,"5","2"
"2110009806ME [13:277]","2021-10-22T01:30:00.000","Burglary/Business","Memphis","TN","35.149","-89.899","4900 Summer Ave","POINT (-89.899 35.149)","Breaking & Entering","20","6","4","2",,,,"39","2","2",,,"5","2"
"2302007185ME [45:273]","2023-02-14T09:55:00.000","Other Theft/Non-Specific","Memphis","TN","35.144","-89.961","3400 Summer Ave","POINT (-89.961 35.144)","Theft","11","9","4","2","18","7",,"30","2","9",,,"5","2"
"1505016245ME [30:840]","2015-05-29T01:00:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.210","-90.041","3200 Benjestown","POINT (-90.041 35.21)","Theft","23","1","7","1","12","4",,"51","2","3",,,"7","1"
"2308007220ME [10:387]","2023-08-13T08:10:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.050","-89.888","3700 Winplace Rd","POINT (-89.888 35.05)","Theft","14","11","3","1","8","2",,"5","1","8",,,"3","1"
"1411011985ME [07:507]","2014-11-24T08:50:00.000","Intimidation/DV","Memphis","TN","35.000","-90.019","1400 Eason","POINT (-90.019 35)","Assault","15","12","3","1","43","21",,"2","1","7",,,"3","1"
"1210009576ME [34:663]","2012-10-17T12:20:00.000","Drugs/Narcotics Violation/Felony","Memphis","TN","35.162","-90.030","800 North Dunlap","POINT (-90.03 35.162)","Drugs","7","7","7","1","7","8",,"44","2","6",,,"7","1"
"1504008237ME [11:020]","2015-04-11T18:00:00.000","Burglary/Residential","Memphis","TN","35.078","-89.993","2200 E Hillview Dr","POINT (-89.993 35.078)","Breaking & Entering","13","14","5","1","35","16",,"16","1","1",,,"6","1"
"1204014486ME [18:293]","2012-04-23T20:00:00.000","Robbery/Individual","Memphis","TN","35.026","-89.852","6400 VALLEYDALE DR","POINT (-89.852 35.026)","Robbery","31","10","3","1","8","2","1","1","1","8",,,"3","1"
"1504008930ME [09:430]","2015-04-15T15:00:00.000","Aggravated Assault/DV","Memphis","TN","35.031","-89.853","4400 Park Forest","POINT (-89.853 35.031)","Assault","31","10","3","1","8","2","1","1","1","8",,,"3","1"
"2308007476ME [14:063]","2023-08-13T19:00:00.000","Drugs/Narcotics Violation/Felony","Memphis","TN","35.223","-89.934","3900 Old Hawkins Mill Rd","POINT (-89.934 35.223)","Drugs","24","2","1","2","25","10",,"54","2","3",,,"1","2"
"1608013657ME [27:603]","2016-08-26T01:00:00.000","Simple Assault","Memphis","TN","35.035","-90.021","1300 E Raines Rd","POINT (-90.021 35.035)","Assault","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1510005010ME [32:520]","2015-10-10T17:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.054","-89.911","3500 Knight","POINT (-89.911 35.054)","Property Crime","17","11","3","2","8","2",,"9","1","5",,,"4","2"
"2308004171ME [13:670]","2023-08-08T02:00:00.000","Burglary/Business","Memphis","TN","35.001","-90.026","5400 Elvis Presley Blvd","POINT (-90.026 35.001)","Breaking & Entering","15","12","3","1","43","21",,"2","1","7",,,"3","1"
"1610010018ME [56:753]","2016-10-18T18:00:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.022","-90.018","1400 E Shelby Dr","POINT (-90.018 35.022)","Theft","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1409004644ME [31:290]","2014-09-08T17:30:00.000","Simple Assault/DV","Memphis","TN","35.155","-90.009","Faxon//Evergreen","POINT (-90.009 35.155)","Assault","7","8","7","1","24","9","3","45","2","4",,"1","5","2"
"1503000387ME [24:970]","2015-02-28T15:00:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.166","-89.807","1500 Teal Wing Ln","POINT (-89.807 35.166)","Theft","34","3","2","2",,,,"47","2","2",,,"2","2"
"1505012407ME [14:413]","2015-05-22T00:45:00.000","Simple Assault/DV","Memphis","TN","35.043","-89.883","3900 Jasmine","POINT (-89.883 35.043)","Assault","14","10","3","1","8","2","1","4","1","8",,,"3","1"
"1306006857ME [33:490]","2013-05-22T14:00:00.000","Burglary/Residential","Memphis","TN",,,"1100 Maury St",,"Breaking & Entering",,,,,,,,,,,,,,
"1504004463ME [56:983]","2015-04-08T10:12:00.000","Other Theft/Non-Specific","Memphis","TN","35.021","-89.963","3100 Shelby Dr","POINT (-89.963 35.021)","Theft","17","11","3","1",,,,"6","1","8",,,"3","1"
"1410010062ME [22:383]","2014-10-19T11:10:00.000","Drug Equipment Violation","Memphis","TN","35.115","-89.915","Southern//Oak Ct","POINT (-89.915 35.115)","Drugs","16","9","4","2",,,,"29","2","9",,,"5","2"
"1610013500ME [42:607]","2016-10-25T10:53:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.190","-89.796","2400 North Germantown Pkwy","POINT (-89.796 35.19)","Theft","34","3","1","2",,,,"47","2","2",,,"1","2"
"2006005666ME [06:493]","2020-06-14T18:30:00.000","Theft of Vehicle Parts/Accessories","Memphis","TN","35.074","-89.884","2800 Mendenhall Rd","POINT (-89.884 35.074)","Theft","14","11","3","1","8","2","1","17","1","5",,,"4","1"
"1504010351ME [18:750]","2015-04-17T22:30:00.000","Vandalism/Misdemeanor","Memphis","TN","35.158","-90.042","600 N Fifth St","POINT (-90.042 35.158)","Property Crime","5","7","7","1","4",,,"46","2","6",,,"7","1"
"2004003537ME [06:080]","2020-04-10T19:50:00.000","Simple Assault/DV","Memphis","TN","35.050","-90.008","3700 Dalebranch Dr","POINT (-90.008 35.05)","Assault","15","12","3","1","43","21",,"8","1","7",,,"3","1"
"1505009335ME [52:027]","2015-05-16T09:00:00.000","Burglary/Residential","Memphis","TN","35.203","-89.977","2900 Shady Vista","POINT (-89.977 35.203)","Breaking & Entering","23","1","7","1","12","4",,"49","2","3",,,"7","1"
"1512013903ME [07:780]","2015-12-29T18:15:00.000","Drugs/Narcotics Violation/Felony","Memphis","TN","35.153","-90.017","1300 Forrest","POINT (-90.017 35.153)","Drugs","4","8","7","1","19","9",,"36","2","4",,"1","7","1"
"2004004355ME [10:470]","2020-04-12T19:15:00.000","Theft from Building","Memphis","TN","35.121","-90.121","3200 South Third St","POINT (-90.121 35.121)","Theft","12","14","6","1",,,,"27","2","4",,,"6","1"
"1302002101ME [11:923]","2013-02-05T00:00:00.000","Vandalism/Felony","Memphis","TN",,,"800 Adams",,"Property Crime",,,,,,,,,,,,,,
"1509015957ME [48:747]","2015-09-29T09:00:00.000","Embezzlement","Memphis","TN","35.065","-89.991","3000 Airways","POINT (-89.991 35.065)","Theft","26","12","5","1","9",,,"13","1","7",,,"3","1"
"1309012775ME [07:000]","2013-09-30T11:30:00.000","Intimidation","Memphis","TN",,,"3400 Trezevant",,"Assault",,,,,,,,,,,,,,
"1702008760ME [11:937]","2017-02-16T17:00:00.000","Vandalism/Misdemeanor","Memphis","TN","35.165","-89.789","1500 Tree Haven Cv","POINT (-89.789 35.165)","Property Crime","34","3","2","2",,,,"48","2","2",,,"2","2"
"1804006996ME [25:350]","2018-04-14T17:00:00.000","Disorderly Conduct","Memphis","TN","35.119","-89.913","4500 Poplar Ave","POINT (-89.913 35.119)","Disorder","16","9","4","2",,,,"29","2","9",,,"5","2"
"1310013451ME [22:997]","2013-10-22T14:00:00.000","Aggravated Assault","Memphis","TN",,,"2500 Malone",,"Assault",,,,,,,,,,,,,,
"1506000602ME [07:113]","2015-06-01T22:36:00.000","Driving Under the Influence","Memphis","TN","35.036","-90.008","Millbranch Rd//E Raines Rd","POINT (-90.008 35.036)","Traffic","15","12","6","1","43","21",,"8","1","7",,,"6","1"
"1309009837ME [23:487]","2013-09-22T10:30:00.000","Burglary/Residential","Memphis","TN",,,"4400 Knight Arnold",,"Breaking & Entering",,,,,,,,,,,,,,
"1701003409ME [16:493]","2017-01-08T00:00:00.000","Burglary/Business","Memphis","TN","35.169","-89.794","1700 N Germantown Pkwy","POINT (-89.794 35.169)","Breaking & Entering","34","3","2","2",,,,"47","2","2",,,"2","2"
"1402004563ME [09:530]","2014-02-09T18:00:00.000","Theft from Motor Vehicle","Memphis","TN",,,"Southern Ave//Highland St",,"Theft from Vehicle",,,,,,,,,,,,,,
"1804002964ME [40:100]","2018-04-06T17:08:00.000","Aggravated Assault/DV","Memphis","TN","35.107","-90.050","Preston St//S Pkwy E","POINT (-90.05 35.107)","Assault","6","14","6","1","9",,,"23","1","1",,,"6","1"
"1204018845ME [41:597]","2012-04-29T22:00:00.000","Theft from Motor Vehicle","Memphis","TN","35.175","-89.782","8500 Creekfront Dr","POINT (-89.782 35.175)","Theft from Vehicle","34","3","2","2",,,,"48","2","2",,,"2","2"
"2307017250ME [11:733]","2023-07-31T15:30:00.000","Theft from Building","Memphis","TN","35.137","-90.014","1500 Union Ave","POINT (-90.014 35.137)","Theft","4","8","4","2","19",,,"36","2","4",,,"6","1"
"1212001626ME [11:983]","2012-12-04T02:50:00.000","Drunkenness","Memphis","TN","35.164","-90.007","1000 N Willett","POINT (-90.007 35.164)","Liquor","7","8","7","1","16",,"3","45","2","4",,,"7","1"
"1403012048ME [07:060]","2014-03-21T08:00:00.000","Vandalism/Felony","Memphis","TN",,,"6200 Holly Park",,"Property Crime",,,,,,,,,,,,,,
"1505011362ME [40:073]","2015-05-20T09:15:00.000","Burglary/Residential","Memphis","TN","35.090","-89.938","3800 Dunn","POINT (-89.938 35.09)","Breaking & Entering","10","5","5","1",,,,"19","1","5",,,"4","2"
"1508002426ME [11:580]","2015-08-04T23:00:00.000","Aggravated Assault","Memphis","TN","35.049","-89.830","7100 Winchester","POINT (-89.83 35.049)","Assault","14","10","2","2","8","2",,"4","1","8",,,"3","2"
"2307013097ME [14:480]","2023-07-23T17:50:00.000","Other Theft/Non-Specific","Memphis","TN","35.109","-89.930","900 Loeb St","POINT (-89.93 35.109)","Theft","10","9","4","2","21",,"4","29","2","9",,,"5","2"
"1212008931ME [28:333]","2012-12-16T23:10:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.157","-89.883","5400 Summer","POINT (-89.883 35.157)","Theft","20","4","1","2",,,,"42","2","2",,,"5","2"
"2308001640ME [12:540]","2023-08-03T14:40:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.191","-89.796","2400 Germantown Pkwy","POINT (-89.796 35.191)","Theft","34","3","1","2",,,,"47","2","2",,,"1","2"
"1601005856ME [08:503]","2016-01-12T17:15:00.000","MVT/Passenger Vehicle","Memphis","TN","35.181","-89.871","2100 Sycamore View","POINT (-89.871 35.181)","Theft of Vehicle","28","2","1","2",,,,"42","2","2",,,"1","2"
"1609005873ME [11:467]","2016-09-11T22:15:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.146","-89.795","800 N Germantown Pkwy","POINT (-89.795 35.146)","Theft","1","3","2","2",,,,"35","2","2",,,"2","2"
"2308007125ME [11:850]","2023-08-13T03:29:00.000","Theft from Motor Vehicle","Memphis","TN","35.092","-89.963","3000 Harris Cir","POINT (-89.963 35.092)","Theft from Vehicle","13","5","5","1",,,,"20","1","1",,,"4","1"
"1609008936ME [27:467]","2016-09-16T16:15:00.000","Theft from Building","Memphis","TN","35.161","-89.805","7800 Clover Run Cv","POINT (-89.805 35.161)","Theft","34","3","2","2",,,,"47","2","2",,,"2","2"
"1612014265ME [22:607]","2016-12-31T12:30:00.000","Theft from Motor Vehicle","Memphis","TN","35.111","-89.889","800 N Whitestation Rd","POINT (-89.889 35.111)","Theft from Vehicle","16","4","4","2",,,,"39","2","2",,,"5","2"
"2110012742ME [17:347]","2021-10-28T10:00:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.107","-89.963","3000 Park Ave","POINT (-89.963 35.107)","Theft","13","5","5","1","40",,,"20","1","1",,,"4","1"
"2206008363ME [14:260]","2022-06-17T21:12:00.000","Drugs/Narcotics Violation/Felony","Memphis","TN","35.051","-89.911","Winchester Rd//Knight Rd","POINT (-89.911 35.051)","Drugs","17","11","3","2","8","2",,"5","1","8",,,"3","1"
"2307010676ME [10:460]","2023-07-19T00:00:00.000","Shoplifting/Misdemeanor","Memphis","TN","35.218","-89.993","2200 Frayser Blvd","POINT (-89.993 35.218)","Theft","23","1","7","1","12","4",,"53","2","3",,,"7","1"
"1501001214ME [26:707]","2015-01-04T02:10:00.000","Theft from Building","Memphis","TN","35.012","-89.991","5000 Mckellar Park Ct","POINT (-89.991 35.012)","Theft","15","12","3","1","43","21",,"7","1","7",,,"3","1"
"1406015950ME [48:027]","2014-06-23T07:00:00.000","Theft from Building","Memphis","TN",,,"4000 Lamar Ave",,"Theft",,,,,,,,,,,,,,
